Taxa,/N/dc2/scratch/hleffler/kraken_report/SRR9649760_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649757_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649758_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649759_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649755_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649754_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649756_kraken_report
Triatovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mitovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Narnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pomovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tobamovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pecluvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Furovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tobravirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hordeivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Goravirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betaendornavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphaendornavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ampelovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Crinivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Closterovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Velarivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mamastrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Avastrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Flavivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hepacivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pestivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pegivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Fijivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Orthoreovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cypovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aquareovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Coltivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Oryzavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mycoreovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dinovernavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Orbivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rotavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Phytoreovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Seadornavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cardoreovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mimoreovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Marafivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Maculavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tymovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Potexvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Botrexvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Allexivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mandarivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sclerodarnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lolavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Platypuvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vitivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Capillovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Trichovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Citrivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tepovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Divavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Prunevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chordovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Wamavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Carlavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Foveavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Robigovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Deltaflexivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mycoflexivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ilarvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cucumovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bromovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alfamovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Oleavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Anulavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vesivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nebovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lagovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sapovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Norovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Recovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bavovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Minovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nacovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Potyvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ipomovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rymovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bymovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tritimovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Macluravirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Brambyvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Poacevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bevemovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Roymovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Polerovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Luteovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Enamovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Victorivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Totivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Giardiavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Leishmaniavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Trichomonasvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Megabirnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Orthohepevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Piscihepevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphapartitivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cryspovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betapartitivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Deltapartitivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gammapartitivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cilevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Higrevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Blunervirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Amalgavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Zybavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hypovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Avenavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Umbravirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tombusvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Machlomovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aureusvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Panicovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphanecrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Macanavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betanecrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gallantivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Zeavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphacarmovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betacarmovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gammacarmovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pelarspovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dianthovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rubivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ourmiavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Botoulivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Magoulivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Scleroulivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Barnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aquabirnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Avibirnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Entomobirnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Blosnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sobemovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Polemovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Invictavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nyfulvavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Virtovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Macronovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sinaivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Papanivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Botybirnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aumaivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Albetovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Benyvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Avsunviroid,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pelamoviroid,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Elaviroid,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Quadrivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Deltavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphapermutotetravirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphacarmotetravirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betatetravirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Omegatetravirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dinornavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Idaeovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Levivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Allolevivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Picobirnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betanodavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphanodavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cystovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Hostuviroid,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pospiviroid,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cocadviroid,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Apscaviroid,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Coleviroid,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chrysovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphachrysovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betachrysovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Varicellovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Simplexvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mardivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Iltovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Scutavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Proboscivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cytomegalovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Muromegalovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Roseolovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lymphocryptovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhadinovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Percavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Macavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cyprinivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ictalurivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Batrachovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Salmonivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ostreavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aurivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betaentomopoxvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphaentomopoxvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Avipoxvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Orthopoxvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Parapoxvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Yatapoxvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Centapoxvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Suipoxvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Molluscipoxvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Crocodylidpoxvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cervidpoxvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Capripoxvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Leporipoxvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mimivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cafeteriavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Prasinovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chlorovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Phaeovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Coccolithovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Prymnesiovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Raphidovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ranavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lymphocystivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Megalocytivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chloriridovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Iridovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphabaculovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betabaculovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gammabaculovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Deltabaculovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphafusellovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betafusellovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mastadenovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Aviadenovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Atadenovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Siadenovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Marseillevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphatristromavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Errantivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Metavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lentivirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betaretrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alpharetrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gammaretrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Deltaretrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Epsilonretrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Simiispumavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Spumavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bovispumavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Equispumavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Felispumavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Prosimiispumavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Soymovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Caulimovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Badnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cavemovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Petuvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Tungrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Solendovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rosadnavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphasphaerolipovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gammasphaerolipovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betasphaerolipovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Begomovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mastrevirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Curtovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Topocuvirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Becurtovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Turncurtovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Eragrovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Capulavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Grablovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bracovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ichnovirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Gammapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Rhopapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Deltapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Lambdapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Zetapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Xipapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Mupapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Treisetapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dyochipapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dyopsipapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dyoxipapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dyosigmapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dyorhopapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dyopipapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dyoomikronpapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dyonupapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dyomupapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dyolambdapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dyokappapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dyoomegapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dyophipapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Upsilonpapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Treisdeltapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Treisepsilonpapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Treiszetapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dyotaupapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dyoupsilonpapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Treisiotapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Treiskappapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Treisthetapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Chipapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Kappapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Etapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Epsilonpapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Omikronpapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Alphapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Betapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pipapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Thetapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nupapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Taupapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dyothetapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Phipapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dyozetapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dyoiotapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sigmapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dyoetapapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Dyoepsilonpapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Psipapillomavirus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
