Taxa,/N/dc2/scratch/hleffler/kraken_report/SRR9649760_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649757_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649758_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649759_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649755_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649754_kraken_report, /N/dc2/scratch/hleffler/kraken_report/SRR9649756_kraken_report
Desulfobacter hydrogenophilus,  0.01,   0.01,   0.01,   0.01,   0.01,   0.00,   0.01
Desulfobacula toluolica,  0.02,   0.01,   0.03,   0.02,   0.02,   0.01,   0.02
Desulfobacterium autotrophicum,  0.02,   0.01,   0.02,   0.02,   0.01,   0.01,   0.02
Desulfatibacillum aliphaticivorans,  0.02,   0.02,   0.02,   0.01,   0.02,   0.01,   0.01
Desulfurivibrio alkaliphilus,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Desulfocapsa sulfexigens,  0.01,   0.01,   0.01,   0.01,   0.01,   0.00,   0.01
Desulfobulbus oralis,  0.00,   0.01,   0.00,   0.01,   0.00,   0.00,   0.00
Desulfotalea psychrophila,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Myxococcus xanthus,  0.01,   0.01,   0.00,   0.00,   0.01,   0.02,   0.01
Myxococcus fulvus,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Myxococcus stipitatus,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Myxococcus macrosporus,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Myxococcus hansupus,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Corallococcus coralloides,  0.01,   0.02,   0.01,   0.01,   0.01,   0.02,   0.01
Archangium gephyra,  0.01,   0.02,   0.01,   0.01,   0.01,   0.02,   0.01
Cystobacter fuscus,  0.01,   0.01,   0.00,   0.00,   0.01,   0.02,   0.01
Stigmatella aurantiaca,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.01
Melittangium boletus,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.01
Anaeromyxobacter sp. Fw109-5,  0.01,   0.02,   0.01,   0.00,   0.01,   0.02,   0.01
Anaeromyxobacter dehalogenans,  0.00,   0.01,   0.00,   0.00,   0.01,   0.02,   0.01
Anaeromyxobacter sp. K,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Vulgatibacter incomptus,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Sorangium cellulosum,  0.03,   0.09,   0.03,   0.03,   0.05,   0.11,   0.04
Chondromyces crocatus,  0.01,   0.02,   0.00,   0.00,   0.01,   0.02,   0.01
Pajaroellobacter abortibovis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Minicystis rosea,  0.01,   0.02,   0.01,   0.01,   0.01,   0.03,   0.01
Sandaracinus amylolyticus,  0.01,   0.02,   0.01,   0.01,   0.01,   0.03,   0.01
Labilithrix luteola,  0.00,   0.01,   0.00,   0.00,   0.01,   0.02,   0.01
Haliangium ochraceum,  0.01,   0.03,   0.01,   0.01,   0.01,   0.03,   0.01
Geobacter uraniireducens,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Geobacter sp. M18,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Geobacter daltonii,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Geobacter sulfurreducens,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Geobacter sp. FeAm09,  0.00,   0.01,   0.00,   0.01,   0.01,   0.01,   0.01
Geobacter metallireducens,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Geobacter sp. M21,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.01
Geobacter pickeringii,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Geobacter sp. DSM 9736,  0.00,   0.00,   0.00,   0.00,   0.00,   0.01,   0.00
Geobacter lovleyi,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Geobacter bemidjiensis,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Geobacter anodireducens,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Geoalkalibacter subterraneus,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Pelobacter propionicus,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Pelobacter sp. SFB93,  0.01,   0.01,   0.01,   0.00,   0.01,   0.01,   0.01
Pelobacter acetylenicus,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Pelobacter carbinolicus,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Desulfuromonas soudanensis,  0.01,   0.01,   0.00,   0.00,   0.01,   0.01,   0.01
Desulfuromonas sp. DDH964,  0.01,   0.01,   0.01,   0.00,   0.01,   0.01,   0.01
Desulfovibrio vulgaris,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Desulfovibrio desulfuricans,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Desulfovibrio ferrophilus,  0.01,   0.01,   0.01,   0.01,   0.00,   0.00,   0.01
Desulfovibrio sp. IOR2,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Desulfovibrio sp. G11,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Desulfovibrio carbinoliphilus,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Desulfovibrio gigas,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Desulfovibrio salexigens,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Desulfovibrio fairfieldensis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Desulfovibrio alaskensis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Desulfovibrio hydrothermalis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Desulfovibrio piger,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Desulfovibrio carbinolicus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Desulfovibrio magneticus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Candidatus Desulfovibrio trichonymphae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudodesulfovibrio indicus,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Pseudodesulfovibrio profundus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudodesulfovibrio aespoeensis,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Pseudodesulfovibrio piezophilus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Desulfocurvibacter africanus,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Lawsonia intracellularis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Desulfomicrobium baculatum,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Desulfomicrobium orale,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Desulfohalobium retbaense,  0.01,   0.01,   0.01,   0.01,   0.01,   0.00,   0.00
Desulfoglaeba alkanexedens,  0.04,   0.02,   0.04,   0.04,   0.02,   0.01,   0.03
Syntrophobacter fumaroxidans,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Desulfomonile tiedjei,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Desulfobacca acetoxidans,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Syntrophus aciditrophicus,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Candidatus Desulfofervidus auxilii,  0.01,   0.00,   0.01,   0.02,   0.00,   0.00,   0.01
Bradymonas sediminis,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Bradymonas sp. YN101,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bradymonadales bacterium V1718,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Bradymonadales bacterium YN101,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Desulfarculus baarsii,  0.01,   0.01,   0.01,   0.01,   0.01,   0.01,   0.01
Hippea maritima,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Desulfurella acetivorans,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arcobacter halophilus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arcobacter butzleri,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arcobacter pacificus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arcobacter cryaerophilus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arcobacter molluscorum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arcobacter ellisii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arcobacter anaerophilus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arcobacter nitrofigilis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arcobacter trophiarum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arcobacter mytili,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arcobacter bivalviorum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arcobacter suis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arcobacter marinus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arcobacter skirrowii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arcobacter canalis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arcobacter thereius,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arcobacter sp. L,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arcobacter sp. PSE-93,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arcobacter sp. LPB0137,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Arcobacter porcinus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter lari,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter concisus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter sp. RM16704,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter sp. RM6137,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter sp. RM12175,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter sp. NCTC 13003,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter sp. RM8964,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter jejuni,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter sputorum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter coli,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter pinnipediorum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter avium,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter ureolyticus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter gracilis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter fetus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter upsaliensis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter showae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter iguaniorum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter curvus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter insulaenigrae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter cuniculorum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter hyointestinalis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter hominis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter subantarcticus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter helveticus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter hepaticus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter volucris,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter peloridis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Campylobacter lanienae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sulfurospirillum multivorans,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sulfurospirillum sp. JPD-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sulfurospirillum sp. UCH001,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sulfurospirillum barnesii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sulfurospirillum cavolei,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sulfurospirillum halorespirans,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sulfurospirillum deleyianum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sulfurospirillum sp. SL2-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sulfurospirillum sp. SL2-2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Helicobacter pylori,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Helicobacter typhlonius,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Helicobacter bilis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Helicobacter bizzozeronii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Helicobacter cetorum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Helicobacter saguini,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Helicobacter cholecystus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Helicobacter cinaedi,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Helicobacter hepaticus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Helicobacter himalayensis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Helicobacter canadensis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Helicobacter pullorum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Helicobacter heilmannii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Helicobacter canis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Helicobacter apodemus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Helicobacter felis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Helicobacter sp. MIT 01-6242,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Helicobacter suis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Helicobacter mustelae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Helicobacter acinonychis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sulfurimonas autotrophica,  0.00,   0.00,   0.00,   0.01,   0.00,   0.00,   0.00
Sulfurimonas gotlandica,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sulfurimonas denitrificans,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sulfuricurvum kujiense,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Wolinella succinogenes,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nitratifractor salsuginis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Sulfurovum sp. NBC37-1,  0.00,   0.00,   0.00,   0.01,   0.01,   0.00,   0.01
Nitratiruptor sp. SB155-2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nautilia profundicola,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Nautilia sp. PV-1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Caminibacter mediatlanticus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cetia pacifica,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia cenocepacia,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Burkholderia cepacia,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Burkholderia stabilis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia lata,  0.00,   0.00,   0.00,   0.00,   0.00,   0.01,   0.00
Burkholderia ubonensis,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Burkholderia multivorans,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Burkholderia contaminans,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia territorii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia stagnalis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia pyrrocinia,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia seminalis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia metallica,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pseudomonas mesoacidophila,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia anthina,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia vietnamiensis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. NRF60-BP8,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia ambifaria,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. MSMB0856,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia pseudomultivorans,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia diffusa,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. LA-2-3-30-S1-D2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia latens,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia dolosa,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. OLGA172,  0.01,   0.00,   0.01,   0.01,   0.00,   0.00,   0.01
Burkholderia sp. DHOD12,  0.00,   0.00,   0.00,   0.00,   0.00,   0.01,   0.00
Burkholderia sp. AD24,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. Bp7605,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. CCGE1003,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. KK1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. PAMC 26561,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. IDO3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. JP2-270,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. CCGE1001,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. PAMC 28687,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. YI23,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. RPE67,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. HB1,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. KBS0801,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. KJ006,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. Bp5365,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. 2002721687,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia pseudomallei,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Burkholderia thailandensis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. BDU6,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia oklahomensis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. BDU8,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. MSMB617WGS,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. MSMB0266,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. MSMB0852,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia mallei,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia sp. MSMB1588,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia humptydooensis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia gladioli,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Burkholderia plantarii,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Burkholderia glumae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Burkholderia insecticola,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cupriavidus taiwanensis,  0.01,   0.02,   0.01,   0.01,   0.02,   0.03,   0.01
Cupriavidus necator,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.00
Cupriavidus oxalaticus,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Cupriavidus basilensis,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Cupriavidus metallidurans,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Cupriavidus gilardii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.01,   0.00
Cupriavidus pinatubonensis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cupriavidus pauculus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.01,   0.00
Cupriavidus campinensis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.01,   0.00
Cupriavidus nantongensis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cupriavidus sp. USMAA1020,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cupriavidus sp. USMAA2-4,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Cupriavidus sp. USMAHM13,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Paraburkholderia hospita,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Paraburkholderia sp. 7MH5,  0.00,   0.01,   0.00,   0.00,   0.00,   0.01,   0.00
Paraburkholderia aromaticivorans,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Paraburkholderia caribensis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.01,   0.00
Paraburkholderia sprentiae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Paraburkholderia sp. SOS3,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Paraburkholderia caffeinilytica,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Paraburkholderia phymatum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Paraburkholderia xenovorans,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Paraburkholderia terricola,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Paraburkholderia fungorum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Paraburkholderia megapolitana,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Paraburkholderia sp. CCGE1002,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Paraburkholderia caledonica,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Paraburkholderia phytofirmans,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Paraburkholderia sp. DCR13,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Paraburkholderia terrae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Paraburkholderia phenoliruptrix,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Paraburkholderia graminis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ralstonia solanacearum,  0.00,   0.01,   0.00,   0.00,   0.01,   0.01,   0.01
Ralstonia pickettii,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ralstonia insidiosa,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ralstonia mannitolilytica,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Ralstonia pseudosolanacearum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
blood disease bacterium A2-HR MARDI,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pandoraea norimbergensis,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pandoraea pnomenusa,  0.00,   0.00,   0.00,   0.00,   0.00,   0.01,   0.00
Pandoraea oxalativorans,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pandoraea thiooxydans,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pandoraea sp. XY-2,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pandoraea apista,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pandoraea pulmonicola,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pandoraea faecigallinarum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pandoraea vervacti,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Pandoraea sputorum,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Polynucleobacter necessarius,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Polynucleobacter acidiphobus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Polynucleobacter paneuropaeus,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
Polynucleobacter duraquae,  0.00,   0.00,   0.00,   0.00,   0.00,   0.00,   0.00
